"StedID","Stedtekst","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Medie","Målested, y-koordinat","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
20000174,"FLYNDERSØMØLLE Å, 100M NS AFL. FRA NIKKELBORG SØ","Skive/Karup Å","08.04.2013 12.00.00 +02:00","Enkeltprøve",497975,"Vandløb",6264046,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.018,"mg/l",9999999,NA,3
21000782,"DOLLERUP BÆK, DOLLERUPVEJ, 150M OS HALD SØ","Gudenåen","06.03.2001 12.00.00 +01:00","Enkeltprøve",520375,"Vandløb",6246945,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.06400000303983688,"mg/l",9999999,NA,2
62000011,"HALSTED Å, PUMPESTATION INDV.","Halstedå","19.06.1986 12.00.00 +02:00","Enkeltprøve",638624,"Vandløb",6076663,"Total","COD, Kemisk iltforbrug"," =",38,"mg/l",9999999,NA,2
46000024,"DAMGÅRD, DRÆN, DRÆN 9 (DAMGÅRD)","Brendeå","01.11.1990 12.00.00 +01:00","Enkeltprøve",564996,"Vandløb",6135542,"Total","Konduktivitet"," =",46.5,"mS/m",9999999,NA,2
47000037,"STOKKEBÆKKEN, 1.80","Hundstrup Å m.fl.","07.09.2021 12.00.00 +02:00","Enkeltprøve",613751,"Vandløb",6116067,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.079,"mg/l",0.001,NA,3
45000035,"ARRESKOV SØ, TILLØB 1, ARRESKOV SØ, TILLØB 1","Odense Å m.fl.","11.03.2019 12.00.00 +01:00","Enkeltprøve",582790,"Vandløb",6114675,"Total","Nitrogen,total N"," =",11,"mg/l",9999999,NA,3
45000043,"LINDVED Å, 1.20","Odense Å m.fl.","09.10.1969 12.00.00 +01:00","Enkeltprøve",592368,"Vandløb",6139233,"Opløst - filtrat fra filtrering","Siliciumdioxid"," =",18,"mg/l",9999999,NA,2
22000296,"STORÅ, Ved Guldhøj","Store Å","09.11.1994 12.00.00 +01:00","Enkeltprøve",483763,"Vandløb",6244993,"Ej oplyst","Jern"," =",2.1,"mg/l",9999999,NA,2
21000409,"ALLING Å, RINGVEJ OPST. GRUND FJORD","Gudenåen","01.06.1989 12.00.00 +02:00","Enkeltprøve",580884,"Vandløb",6258981,"Total","pH"," =",8.1,"pH",9999999,NA,3
38000098,"GRAM Å, T.T., STOR SKOV","Ribeå","19.04.2010 12.00.00 +02:00","Enkeltprøve",503829,"Vandløb",6129379,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.81,"mg/l",9999999,NA,3
22000060,"STORÅ, NS. VANDKRAFT SØ","Store Å","04.03.1996 12.00.00 +01:00","Enkeltprøve",477591,"Vandløb",6245345,"Total","Jern"," =",1.3,"mg/l",9999999,NA,2
50000051,"MØLLEÅ, STAMPEN MØLLE","Mølleå","24.04.1991 12.00.00 +02:00","Enkeltprøve",722466,"Vandløb",6190331,"Total","Konduktivitet"," =",52,"mS/m",9999999,NA,3
21000409,"ALLING Å, RINGVEJ OPST. GRUND FJORD","Gudenåen","26.10.2021 12.00.00 +02:00","Enkeltprøve",580884,"Vandløb",6258981,"Total","Suspenderede stoffer"," =",15,"mg/l",1,NA,3
6000271,"Ryå, Mergelsbæk","Ryå","25.07.2018 12.00.00 +02:00","Enkeltprøve",541683,"Vandløb",6338456,"Opløst - filtrat fra filtrering","Calcium"," =",57,"mg/l",9999999,NA,3
10000237,"Halkær å, Halkær, stikprøve","Dybvadå m.fl","03.10.1995 12.00.00 +01:00","Enkeltprøve",534699,"Vandløb",6307499,"Total","Phosphor, total-P"," =",0.12,"mg/l",9999999,NA,2
38000021,"SKIDDENKÆR BÆK, JELS OVERSØ, TILLØB","Ribeå","20.12.1995 12.00.00 +01:00","Enkeltprøve",515463,"Vandløb",6136969,"Total","Phosphor, total-P"," =",0.064,"mg/l",9999999,NA,2
3000003,"UGGERBY Å, ASTEDBRO","Uggerbyå","25.04.2019 12.00.00 +02:00","Enkeltprøve",567978,"Vandløb",6368100,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.041,"mg/l",9999999,NA,3
22000053,"SUNDS MØLLEBÆK, GAMMEL SUNDS","Store Å","11.04.2016 12.00.00 +02:00","Enkeltprøve",502883,"Vandløb",6229156,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.023,"mg/l",9999999,NA,3
41000014,"FISKBÆK, T.T.FLENSBORG FJORD","Flere små vandløb til østk","04.03.1999 12.00.00 +01:00","Enkeltprøve",539588.7101069476,"Vandløb",6087911.315560822,"Total","Jern"," =",1.7,"mg/l",9999999,NA,3
52000034,"SPANGEBÆK, SPANGEBRO","Havelseå","13.01.2000 12.00.00 +01:00","Puljet prøve / flowproportional",701567,"Vandløb",6185201,"Total","Nitrogen,total N"," =",9.3,"mg/l",9999999,NA,2
62000061,"Dræn i LOOP1, Charlottenlund D103","Halstedå","24.11.1992 12.00.00 +01:00","Enkeltprøve",646674,"Vandløb",6083913,"Total","COD, Kemisk iltforbrug"," =",6,"mg/l",9999999,NA,2
53000031,"SØBORGHUS RENDE, DUNHAMMERVEJ","Harrestrupå","19.03.1996 12.00.00 +01:00","Enkeltprøve",721344,"Vandløb",6181304,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.41,"mg/l",9999999,NA,2
57000058,"SUSÅ, S.F.HOLLØSE BRO","Suså","03.02.2000 12.00.00 +01:00","Enkeltprøve",670728,"Vandløb",6131445,"Total","E.coli"," =",33,"antal/100 ml",9999999,NA,2
38000019,"BLÅ Å (LILLEÅ), JELS OVERSØ, AFLØB","Ribeå","12.01.1993 12.00.00 +01:00","Enkeltprøve",514874,"Vandløb",6136963,"Total","Jern"," =",0.26,"mg/l",9999999,NA,3
17002092,"Simested Å, 10 M Opstrøms Abildvad Bro","Simestedå","10.12.2019 12.00.00 +01:00","Enkeltprøve",537432,"Vandløb",6281915,"Total","Nitrogen,total N"," =",9,"mg/l",9999999,NA,3
20000436,"Karup Å, Moselund","Skive/Karup Å","29.11.2021 12.00.00 +01:00","Enkeltprøve",508607,"Vandløb",6241408,"Total","Phosphor, total-P"," =",0.091,"mg/l",0.003,NA,3
10000011,"ROMDRUP Å, V. LODSHOLM BRO","Dybvadå m.fl","09.03.2015 12.00.00 +01:00","Enkeltprøve",562327,"Vandløb",6319658,"Total","Alkalinitet,total TA"," =",4.5,"mmol/l",9999999,NA,3
41000012,"ELSTED BÆK, T.T.GENNER BUGT","Flere små vandløb til østk","26.03.2008 12.00.00 +01:00","Enkeltprøve",528718,"Vandløb",6107080,"Total","Phosphor, total-P"," =",0.14,"mg/l",9999999,NA,3
22000056,"STORÅ, Ø.F. ØRRE KIRKE","Store Å","22.09.1976 12.00.00 +01:00","Enkeltprøve",493076,"Vandløb",6232052,"Ej oplyst","Phosphor, total-P"," =",0.07,"mg/l",9999999,NA,2
53000010,"LL. VEJLE Å, PILEMØLLEN","Harrestrupå","14.03.1995 12.00.00 +01:00","Enkeltprøve",708829,"Vandløb",6167731,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.049,"mg/l",9999999,NA,2
16000815,"Bustrup Bæk, 10M Før Udløb Fra Lem R-Anlæg","Hellegård/Vium Mølle åer","01.04.1993 12.00.00 +02:00","Enkeltprøve",488286,"Vandløb",6270208,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3.000000142492354,"mg/l",9999999,NA,2
35000010,"SNEUM Å, V. NØRÅ BRO","Sneumå","30.10.2007 12.00.00 +01:00","Enkeltprøve",480796,"Vandløb",6150065,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3.1,"mg/l",9999999,NA,3
21000090,"GUDENÅ, MØLLERUP","Gudenåen","07.03.2001 12.00.00 +01:00","Enkeltprøve",526726,"Vandløb",6193714,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.035,"mg/l",9999999,NA,3
38000047,"GELS Å, S FOR ENDERUPSKOV","Ribeå","25.07.2023 12.00.00 +02:00","Enkeltprøve",496760,"Vandløb",6126202,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.014,"mg/l",0.001,NA,2
9000022,"TØMMERBY Å, LANGVAD BRO","Tranumå m.fl.","18.09.2018 12.00.00 +02:00","Enkeltprøve",499271,"Vandløb",6325533,"Total","Jern"," =",4.1,"mg/l",9999999,NA,3
21000528,"FUNDER Å, FUNDER ST.","Gudenåen","12.10.1999 12.00.00 +02:00","Enkeltprøve",529140,"Vandløb",6221429,"Ej oplyst","Jern"," =",2.4,"mg/l",9999999,NA,2
15000002,"KASTBJERG Å, NORUP","Mariager m.fl.","09.05.1978 12.00.00 +01:00","Enkeltprøve",567615,"Vandløb",6281889,"Ej oplyst","Nitrogen,total N"," =",4.4,"mg/l",9999999,NA,3
59000054,"BÆKKEN,9, KLIPPINGE MOSE","Stevnså","18.02.1981 12.00.00 +01:00","Enkeltprøve",711218,"Vandløb",6137024,"Total","COD, Kemisk iltforbrug"," =",16.2,"mg/l",9999999,NA,2
21000487,"MAUSING MØLLEBÆK, VED ENGBRO","Gudenåen","11.12.2019 12.00.00 +01:00","Enkeltprøve",528989,"Vandløb",6233777,"Total","pH"," =",7.5,"pH",9999999,NA,3
32000017,"ENGELSHOLM BÆK, N.Ø.FOR ENGELSHOLM SLOT","Vejle Å","24.09.2008 12.00.00 +02:00","Enkeltprøve",520159,"Vandløb",6174589,"Total","Phosphor, total-P"," =",0.086,"mg/l",9999999,NA,3
49000091,"PØLE Å, AFLØB STRØDAM ENGSØ","Poel Å","18.11.1999 12.00.00 +01:00","Enkeltprøve",703413,"Vandløb",6206824,"Opløst - filtrat fra filtrering","Jern"," =",0.34,"mg/l",9999999,NA,2
21000788,"MOSTGÅRD BÆK, PEDERSDAL DAMB.","Gudenåen","11.12.2001 12.00.00 +01:00","Enkeltprøve",521818,"Vandløb",6247468,"Total","pH"," =",7.5,"pH",9999999,NA,2
51000044,"LANDKANAL, HAGESTED HUSE","Bregninge/Tuse Å m.fl.","02.03.1994 12.00.00 +01:00","Enkeltprøve",662592,"Vandløb",6180749,"Total","Phosphor, total-P"," =",0.269,"mg/l",9999999,NA,2
41000016,"PULVERBÆK, T.T.MJANG DAM, ALS","Flere små vandløb til østk","22.09.2004 12.00.00 +02:00","Enkeltprøve",559623,"Vandløb",6089412,"Total","Phosphor, total-P"," =",0.42,"mg/l",9999999,NA,3
50000057,"USSERØD Å, NIVE MØLLE","Mølleå","11.11.1993 12.00.00 +01:00","Enkeltprøve",718294,"Vandløb",6203518,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3.46,"mg/l",9999999,NA,3
10000014,"BINDERUP Å, BINDERUP MØLLE, NS","Dybvadå m.fl","12.03.2019 12.00.00 +01:00","Enkeltprøve",541047,"Vandløb",6317502,"Total","Glødetab,susp.stof"," =",5.1,"mg/l",9999999,NA,3
52000091,"HELLIGRENDEN, SORTE HUL","Havelseå","01.07.1997 12.00.00 +02:00","Enkeltprøve",683861,"Vandløb",6170044,"Total","pH"," =",8.3,"pH",9999999,NA,2
31000032,"FRISVAD MØLLEBÆK, NØ F. ARMVADGÅRD","Vardeå","05.10.1999 12.00.00 +02:00","Enkeltprøve",470660,"Vandløb",6167773,"Total","Nitrogen,total N"," =",4.800000227987766,"mg/l",9999999,NA,3
40000165,"Lobæk, Syd for broen ved vejen fra Nr","Bredeå","10.10.2022 12.00.00 +02:00","Enkeltprøve",497432,"Vandløb",6107603,"Total","Nitrogen,total N"," =",2.5,"mg/l",0.02,NA,3
21000754,"HORNDRUP BÆK, BALLEGÅRD TILLØB, HORNDRUP BÆK, BALLEGÅRD TILL.","Gudenåen","19.09.1991 12.00.00 +02:00","Enkeltprøve",551735,"Vandløb",6206745,"Ej oplyst","COD, Kemisk iltforbrug"," =",15,"mg/l",9999999,NA,2
45000003,"ODENSE Å, Kratholm (22.35)","Odense Å m.fl.","06.11.1987 12.00.00 +01:00","Enkeltprøve",584157,"Vandløb",6132337,"Total","Ammoniak+ammonium-N"," =",0.14,"mg/l",9999999,NA,2
46000025,"BARLØSE, DRÆN, DRÆN 10 (BARLØSE)","Brendeå","04.05.1994 12.00.00 +02:00","Enkeltprøve",561380,"Vandløb",6132941,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.006,"mg/l",9999999,NA,2
47000041,"LILLEBÆK, DRÆN 2  - LOOP4","Hundstrup Å m.fl.","11.09.2013 12.00.00 +02:00","Enkeltprøve",610880,"Vandløb",6110013,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.061,"mg/l",9999999,NA,2
44000001,"ØRBÆK, BYNKEL (1.275)","Vindingeå","11.12.2023 12.00.00 +01:00","Enkeltprøve",609956,"Vandløb",6128909,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",5.5,"mg/l",0.005,NA,2
2000005,"ELLING Å, ELLING KIRKE","Sæbyå","26.11.1997 12.00.00 +01:00","Enkeltprøve",589140,"Vandløb",6370966,"Total","Jern"," =",0.28,"mg/l",9999999,NA,3
55000015,"NDR. HALLEBY Å, AFLØB TISSØ","Åmoseå","12.08.2008 12.00.00 +02:00","Enkeltprøve",642726,"Vandløb",6160262,"Total","BI5"," =",1.68,"mg/l",9999999,NA,3
37000035,"JERNHYT BÆK, MELLEM VOJENS OG NEDER JERNHY","Hoptrupå m.fl.","21.12.1992 12.00.00 +01:00","Enkeltprøve",520700,"Vandløb",6121600,"Total","Phosphor, total-P"," =",0.074,"mg/l",9999999,NA,2
25000085,"SØBY Å, AFLØB SØBY SØ","Skjernå","02.10.1997 12.00.00 +02:00","Enkeltprøve",503511,"Vandløb",6211464,"Ej oplyst","Jern"," =",0.12,"mg/l",9999999,NA,3
21000712,"HINGE Å, HINGE SØ, AFLØB V. HOLMGÅRD","Gudenåen","16.06.2017 12.00.00 +02:00","Enkeltprøve",532737,"Vandløb",6235674,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.007,"mg/l",9999999,NA,3
60000031,"MERN Å, SAGEBY BRO","Fakseå","27.09.2007 12.00.00 +02:00","Enkeltprøve",698284,"Vandløb",6102750,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.09,"mg/l",9999999,NA,3
52000020,"NYBØLLE Å, NYBØLLEVAD BRO","Havelseå","15.08.1995 12.00.00 +02:00","Enkeltprøve",705061,"Vandløb",6178008,"Total","Phosphor, total-P"," =",0.31,"mg/l",9999999,NA,2
47000846,"Kelds Nor, tilløb 2, Akselbjerg","Hundstrup Å m.fl.","08.12.2015 12.00.00 +01:00","Enkeltprøve",610170,"Vandløb",6066750,"Total","Jern"," =",0.032,"mg/l",9999999,NA,3
28000001,"BYGHOLM Å, KØRUP BRO","Bygholmå","03.07.2000 12.00.00 +02:00","Enkeltprøve",547224,"Vandløb",6192161,"Total","Alkalinitet,total TA"," =",4.1,"mmol/l",9999999,NA,3
42000012,"BOLBRO BÆK, BASSEKLINT","Vidå","02.01.2014 12.00.00 +01:00","Enkeltprøve",505756,"Vandløb",6101513,"Total","Suspenderede stoffer"," =",7.5,"mg/l",9999999,NA,3
58000019,"BORUP BÆK, SØ. F. LAMMESTRUP","Køgeå","04.03.2015 12.00.00 +01:00","Enkeltprøve",686270,"Vandløb",6155372,"Total","Phosphor, total-P"," =",0.064,"mg/l",9999999,NA,3
21000712,"HINGE Å, HINGE SØ, AFLØB V. HOLMGÅRD","Gudenåen","03.01.2023 12.00.00 +01:00","Enkeltprøve",532737,"Vandløb",6235674,"Total","Phosphor, total-P"," =",0.058,"mg/l",0.003,NA,2
38000281,"Ramkær bæk, okkeranlæg","Ribeå","10.03.1994 12.00.00 +01:00","Enkeltprøve",506681,"Vandløb",6117029,"Total","Jern"," =",4.1,"mg/l",9999999,NA,2
21001663,"LILLEÅ, MØLBALLE BRO","Gudenåen","17.12.2018 12.00.00 +01:00","Enkeltprøve",566097,"Vandløb",6231909,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.037,"mg/l",9999999,NA,3
62000014,"HØJVADS RENDE, LILLE ROSNING","Halstedå","12.08.2003 12.00.00 +02:00","Enkeltprøve",646689,"Vandløb",6082394,"Total","pH"," =",7.89,"pH",9999999,NA,3
56000005,"TUDEÅ, VALBYGÅRD","Tudeå","19.06.2014 12.00.00 +02:00","Enkeltprøve",645348,"Vandløb",6144816,"Total","Phosphor, total-P"," =",0.29,"mg/l",9999999,NA,3
21000030,"KNUD Å, SOPHIENDAL","Gudenåen","29.09.2010 12.00.00 +02:00","Enkeltprøve",554556,"Vandløb",6218902,"Total","BI5"," =",0.99,"mg/l",9999999,NA,3
33000318,"Gudsø Mølleå, Sø for Sigvardsminde","Sprangå","10.02.2021 12.00.00 +01:00","Enkeltprøve",535553,"Vandløb",6154404,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",2.2,"mg/l",0.005,NA,3
21000493,"NØRRE Å, RINDSHOLM","Gudenåen","09.09.1974 12.00.00 +01:00","Enkeltprøve",526898,"Vandløb",6250893,"Ej oplyst","KIF,total Kemisk iltforbrug"," =",5.83,"mg/l",9999999,NA,2
51000023,"SØRENDE, URNEBAKKE (ANNEBJERG)","Bregninge/Tuse Å m.fl.","20.06.1994 12.00.00 +02:00","Enkeltprøve",666835,"Vandløb",6196281,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.229,"mg/l",9999999,NA,2
53000029,"LADEGÅRDSÅEN, ØSTRE ANLÆG","Harrestrupå","24.11.1997 12.00.00 +01:00","Enkeltprøve",725345,"Vandløb",6177647,"Ej oplyst","Ammoniak+ammonium-N"," =",0.19,"mg/l",9999999,NA,2
21000799,"STIGSBÆK, STIGSBRO","Gudenåen","12.02.1990 12.00.00 +01:00","Enkeltprøve",527941,"Vandløb",6260016,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.05400000256486237,"mg/l",9999999,NA,2
47000035,"SYLTEMAE Å, 2.40","Hundstrup Å m.fl.","30.11.1992 12.00.00 +01:00","Enkeltprøve",593211,"Vandløb",6102078,"Total","Phosphor, total-P"," =",0.147,"mg/l",9999999,NA,2
45000044,"LUNDE Å, 7.25","Odense Å m.fl.","21.06.1989 12.00.00 +02:00","Enkeltprøve",584859,"Vandløb",6149614,"Total","Suspenderede stoffer"," =",8,"mg/l",9999999,NA,2
21000493,"NØRRE Å, RINDSHOLM","Gudenåen","25.03.1985 12.00.00 +01:00","Enkeltprøve",526898,"Vandløb",6250893,"Ej oplyst","BI5"," =",8,"mg/l",9999999,NA,2
45000045,"ODENSE Å, AFLØB ARRESKOV SØ","Odense Å m.fl.","31.10.1989 12.00.00 +01:00","Enkeltprøve",584484,"Vandløb",6113854,"Total","Jern"," =",0.28,"mg/l",9999999,NA,3
26000080,"ÅRHUS Å, MUSEUMSBRO","Århuså","23.11.2005 12.00.00 +01:00","Enkeltprøve",574350,"Vandløb",6224105,"Ej oplyst","Nitrogen,total N"," =",1.6,"mg/l",9999999,NA,3
53000010,"LL. VEJLE Å, PILEMØLLEN","Harrestrupå","05.09.1988 12.00.00 +02:00","Enkeltprøve",708829,"Vandløb",6167731,"Total","Konduktivitet"," =",36.5,"mS/m",9999999,NA,2
48000011,"ØSTERBÆK, SV FOR STENSTRUPGÅRD","Esrum Sø","26.01.1989 12.00.00 +01:00","Enkeltprøve",715783,"Vandløb",6220431,"Ej oplyst","COD, Kemisk iltforbrug"," =",18,"mg/l",9999999,NA,3
41000015,"FRUERSKOV BÆK, T.T.FLENSBORG FJORD","Flere små vandløb til østk","11.11.1999 12.00.00 +01:00","Enkeltprøve",532473,"Vandløb",6080741,"Total","pH"," =",7.8,"pH",9999999,NA,2
53000227,"Mølleåen, inden Motorvejen","Harrestrupå","06.09.2006 12.00.00 +02:00","Enkeltprøve",709841,"Vandløb",6170994,"Total","Ammoniak+ammonium-N"," =",0.159,"mg/l",9999999,NA,2
36000012,"GAMST MØLLEBÆK, VED STYRT","Kongeåen","28.09.1999 12.00.00 +02:00","Enkeltprøve",512920,"Vandløb",6148582,"Total","Jern"," =",0.87,"mg/l",9999999,NA,3
48000110,"PUMPEBRØND VED VANGEHUS,","Esrum Sø","12.12.1986 12.00.00 +01:00","Enkeltprøve",712835,"Vandløb",6215072,"Total","Phosphor, total-P"," =",0.18,"mg/l",9999999,NA,2
47000041,"LILLEBÆK, DRÆN 2  - LOOP4","Hundstrup Å m.fl.","12.02.2003 12.00.00 +01:00","Enkeltprøve",610880,"Vandløb",6110013,"Total","Phosphor, total-P"," =",0.017,"mg/l",9999999,NA,2
45000804,"Odense Å, Flægskov","Odense Å m.fl.","07.08.2019 12.00.00 +02:00","Enkeltprøve",579787,"Vandløb",6127896,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.055,"mg/l",9999999,NA,3
50000055,"VEJLESØ KANAL, OPSTRØMS FURESØ","Mølleå","13.10.1999 12.00.00 +02:00","Enkeltprøve",716860,"Vandløb",6190409,"Total","Jern"," =",0.27,"mg/l",9999999,NA,3
66000034,"Svenskebæk, ca. 100 m opstrøms sammenløb med Læså","Nordvest Bornholm","10.08.2023 12.00.00 +02:00","Enkeltprøve",876639,"Vandløb",6123521,"Total","Jern"," =",0.38,"mg/l",0.02,NA,2
46000001,"BRENDE Å, ST 5.3","Brendeå","18.05.2004 12.00.00 +02:00","Enkeltprøve",558685,"Vandløb",6136645,"Total","Nitrogen,total N"," =",3.2,"mg/l",9999999,NA,3
45000002,"ODENSE Å, NS EJBY SLUSE (9.45)","Odense Å m.fl.","29.03.2000 12.00.00 +02:00","Enkeltprøve",589919,"Vandløb",6140164,"Total","Termotolerante colibakterier"," =",330,"antal/100 ml",9999999,NA,2
60000031,"MERN Å, SAGEBY BRO","Fakseå","20.06.2002 12.00.00 +02:00","Enkeltprøve",698284,"Vandløb",6102750,"Total","Nitrogen,total N"," =",3.46,"mg/l",9999999,NA,3
60000036,"TUBÆK, TUBÆK MØLLE","Fakseå","26.10.2000 12.00.00 +02:00","Enkeltprøve",693459,"Vandløb",6111234,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",2.96,"mg/l",9999999,NA,3
60000033,"RØDLERSBÆK, MARKBRO","Fakseå","30.04.1996 12.00.00 +02:00","Enkeltprøve",692293,"Vandløb",6117042,"Total","Ammoniak+ammonium-N"," =",0.297,"mg/l",9999999,NA,2
20000026,"KARUP Å, HAGEBRO","Skive/Karup Å","23.04.1990 12.00.00 +02:00","Enkeltprøve",500460,"Vandløb",6251413,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.028000001329928637,"mg/l",9999999,NA,2
31000027,"VARDE Å, V. VAGTBORG","Vardeå","31.01.2001 12.00.00 +01:00","Enkeltprøve",471070.4,"Vandløb",6166409.28,"Total","Jern"," =",1.7,"mg/l",9999999,NA,3
62000017,"RYDE Å, PUMPESTATION INDV.","Halstedå","29.11.2010 12.00.00 +01:00","Enkeltprøve",638279,"Vandløb",6075704,"Total","BI5"," =",1.7,"mg/l",9999999,NA,3
58000082,"Tilløb til Pertri Sø fra vest, Tilløb til Pertri Sø fra vest","Køgeå","09.04.2001 12.00.00 +02:00","Enkeltprøve",684430,"Vandløb",6155965,"Opløst - filtrat fra filtrering","Ammonium-N"," =",0.012,"mg/l",9999999,NA,2
5000003,"VOER Å, FÆBROEN","Voerså","18.11.2011 12.00.00 +01:00","Enkeltprøve",586866,"Vandløb",6341490,"Total","BI5"," =",1.3,"mg/l",9999999,NA,3
26000096,"LYNGBYGÅRDS Å, A 15","Århuså","07.11.2000 12.00.00 +01:00","Enkeltprøve",564261,"Vandløb",6223517,"Total","pH"," =",8,"pH",9999999,NA,3
61000013,"FRIBRØDRE Å, RODEMARK","Tingstedå","15.01.1990 12.00.00 +01:00","Enkeltprøve",696179,"Vandløb",6084084,"Total","Nitrogen,total N"," =",11.6,"mg/l",9999999,NA,3
32000002,"VEJLE Å, REFSGÅRDSLUND","Vejle Å","02.11.1992 12.00.00 +01:00","Enkeltprøve",518345,"Vandløb",6167087,"Total","Nitrogen,total N"," =",4.8,"mg/l",9999999,NA,2
22001181,"Tilløb til Gryde Å fra Bovtrup,","Store Å","19.05.2022 12.00.00 +02:00","Enkeltprøve",473247,"Vandløb",6240230,"Partikelbundet - fra filteret","Suspenderede stoffer"," =",1.8,"mg/l",1,NA,3
22000048,"IDOM Å, IDUM","Store Å","17.03.2016 12.00.00 +01:00","Enkeltprøve",468306,"Vandløb",6243401,"Total","Suspenderede stoffer"," =",10,"mg/l",9999999,NA,3
41000699,"tilløb 4 Fruerskov Bæk, tilløb 4 vådomr Rønshoved","Flere små vandløb til østk","28.01.2016 12.00.00 +01:00","Enkeltprøve",532318,"Vandløb",6080959,"Total","Phosphor, total-P"," =",0.222111094699081,"mg/l",9999999,NA,3
11000060,"TEGÅ, OS UDLØB I OVE SØ. LANDEVEJEN","Hvidbjergå m.fl.","01.04.1982 12.00.00 +02:00","Enkeltprøve",463567,"Vandløb",6305216,"Total","Nitrogen,total N"," =",5.0000002374872565,"mg/l",9999999,NA,3
15000032,"HASLEVGÅRDS Å, TRÆPÆLEBRO","Mariager m.fl.","26.08.1996 12.00.00 +02:00","Enkeltprøve",575057,"Vandløb",6295312,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.44,"mg/l",9999999,NA,3
62000014,"HØJVADS RENDE, LILLE ROSNING","Halstedå","16.01.2001 12.00.00 +01:00","Enkeltprøve",646689,"Vandløb",6082394,"Total","Nitrogen,total N"," =",7.56,"mg/l",9999999,NA,2
20000308,"Stubber Å, ns Stubbergård Sø","Skive/Karup Å","15.03.2019 12.00.00 +01:00","Enkeltprøve",493760,"Vandløb",6258001,"Total","Nitrogen,total N"," =",1.3,"mg/l",9999999,NA,3
21000873,"HOLMSBÆK, OPST. HOLMSBÆK","Gudenåen","22.10.2019 12.00.00 +02:00","Enkeltprøve",550270,"Vandløb",6218496,"Total","Jern"," =",0.05,"mg/l",9999999,NA,3
50000048,"KIGHANERENDEN, CAROLINE MATHILDEVEJ","Mølleå","24.05.2006 12.00.00 +02:00","Enkeltprøve",722607,"Vandløb",6194168,"Total","Glødetab,susp.stof"," =",3.4,"mg/l",9999999,NA,3
6000150,"Ryå, Albæk. Fra Hunevej til Ryå.","Ryå","28.01.2021 12.00.00 +01:00","Enkeltprøve",543962,"Vandløb",6344700,"Total","Nitrogen,total N"," =",4.1,"mg/l",0.02,NA,3
53000032,"HARRESTRUP Å, DAMHUSSØEN, TILLØB","Harrestrupå","01.08.2000 12.00.00 +02:00","Enkeltprøve",718300,"Vandløb",6176150,"Ej oplyst","Nitrit+nitrat-N"," =",0.007,"mg/l",9999999,NA,2
49000057,"LYNGBY Å, PUMPESTATION","Poel Å","10.04.2013 12.00.00 +02:00","Enkeltprøve",692580,"Vandløb",6203087,"Total","Nitrogen,total N"," =",4.61298,"mg/l",9999999,NA,3
21000490,"NØRRE Å, FLADBRO KRO","Gudenåen","01.04.1987 12.00.00 +02:00","Enkeltprøve",559313,"Vandløb",6256162,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.08,"mg/l",9999999,NA,2
37000035,"JERNHYT BÆK, MELLEM VOJENS OG NEDER JERNHY","Hoptrupå m.fl.","29.09.1998 12.00.00 +02:00","Enkeltprøve",520700,"Vandløb",6121600,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.13,"mg/l",9999999,NA,2
